paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
53908b4920f70186a0dbc91b,Modelling temporal thematic map contents,"Alberto d'Onofrio, Elaheh Pourabbas",ACM SIGMOD Record,2003,,53e9b01db7602d9703a78e4f,Modelling temporal thematic map contents.,"Alberto d'Onofrio, Elaheh Pourabbas",SIGMOD Record,2003,,0.6666666666666666,53908b4920f70186a0dbc91b53e9b01db7602d9703a78e4fModelling temporal thematic map contentsModelling temporal thematic map contents.
53908b4920f70186a0dbc919,XPath processing in a nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record,2003,,53e9b316b7602d9703ddf961,XPath processing in a nutshell.,"Georg Gottlob, Christoph Koch, Reinhard Pichler",SIGMOD Record,2003,,0.6666666666666666,53908b4920f70186a0dbc91953e9b316b7602d9703ddf961XPath processing in a nutshellXPath processing in a nutshell.
53908b4920f70186a0dbc91e,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,ACM SIGMOD Record,2003,,53e9a914b7602d9703263a5f,Fundamentals of data warehouses: 2nd revised and extended edition.,Vernon Hoffner,SIGMOD Record,2003,,0.8,53908b4920f70186a0dbc91e53e9a914b7602d9703263a5fFundamentals of data warehouses: 2nd revised and extended editionFundamentals of data warehouses: 2nd revised and extended edition.
53908b4920f70186a0dbc91d,Towards a database body of knowledge: a study from Spain,"Coral Calero, Mario Piattini, Francisco Ruiz",ACM SIGMOD Record,2003,,53e9a5cdb7602d9702ef7927,Towards a database body of knowledge: a study from Spain.,"Coral Calero, Mario Piattini, Francisco Ruiz",SIGMOD Record,2003,,0.8,53908b4920f70186a0dbc91d53e9a5cdb7602d9702ef7927Towards a database body of knowledge: a study from SpainTowards a database body of knowledge: a study from Spain.
53908b4920f70186a0dbc922,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",ACM SIGMOD Record,2003,,53e9bb72b7602d97047b3502,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees.,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",SIGMOD Record,2003,,0.8888888888888888,53908b4920f70186a0dbc92253e9bb72b7602d97047b3502A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-treesA mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees.
53908b4920f70186a0dbc921,A Web odyssey: from codd to XML,Victor Vianu,ACM SIGMOD Record,2003,,53e9a1b6b7602d9702aad06b,A Web odyssey: from codd to XML.,Victor Vianu,SIGMOD Record,2003,,0.75,53908b4920f70186a0dbc92153e9a1b6b7602d9702aad06bA Web odyssey: from codd to XMLA Web odyssey: from codd to XML.
53908b4920f70186a0dbc91c,Research issues for data communication in mobile ad-hoc network database systems,"Leslie D. Fife, Le Gruenwald",ACM SIGMOD Record,2003,,53e9a7b3b7602d97030eda57,Research issues for data communication in mobile ad-hoc network database systems.,"Leslie D. Fife, Le Gruenwald",SIGMOD Record,2003,,0.8333333333333334,53908b4920f70186a0dbc91c53e9a7b3b7602d97030eda57Research issues for data communication in mobile ad-hoc network database systemsResearch issues for data communication in mobile ad-hoc network database systems.
53908b4920f70186a0dbc924,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",ACM SIGMOD Record,2003,,53e9b572b7602d97040ab2e0,Time management for new faculty.,"Anastassia Ailamaki, Johannes Gehrke",SIGMOD Record,2003,,0.6666666666666666,53908b4920f70186a0dbc92453e9b572b7602d97040ab2e0Time management for new facultyTime management for new faculty.
53908b4920f70186a0dbc91f,Peer-to-peer: harnessing the power of disruptive technologies,Mario A. Nascimento,ACM SIGMOD Record,2003,,53e9a8beb7602d970320c8eb,Peer-to-peer: harnessing the power of disruptive technologies.,Mario A. Nascimento,SIGMOD Record,2003,,0.75,53908b4920f70186a0dbc91f53e9a8beb7602d970320c8ebPeer-to-peer: harnessing the power of disruptive technologiesPeer-to-peer: harnessing the power of disruptive technologies.
53908b4920f70186a0dbc91a,An approach to confidence based page ranking for user oriented Web search,"Debajyoti Mukhopadhyay, Debasis Giri, Sanasam Ranbir Singh",ACM SIGMOD Record,2003,,53e9a515b7602d9702e363b7,An approach to confidence based page ranking for user oriented Web search.,"Debajyoti Mukhopadhyay, Debasis Giri, Sanasam Ranbir Singh",SIGMOD Record,2003,,0.8461538461538461,53908b4920f70186a0dbc91a53e9a515b7602d9702e363b7An approach to confidence based page ranking for user oriented Web searchAn approach to confidence based page ranking for user oriented Web search.
53908b4920f70186a0dbc917,Issues in data stream management,"Lukasz Golab, M. Tamer Özsu",ACM SIGMOD Record,2003,,53e9a96cb7602d97032c4567,Issues in data stream management.,"Lukasz Golab, M. Tamer Özsu",SIGMOD Record,2003,,0.6666666666666666,53908b4920f70186a0dbc91753e9a96cb7602d97032c4567Issues in data stream managementIssues in data stream management.
53908d6520f70186a0dd19f9,Spreadsheets in RDBMS for OLAP,"Andrew Witkowski, Srikanth Bellamkonda, Tolga Bozkaya, Gregory Dorman, Nathan Folkert, Abhinav Gupta, Lei Shen, Sankar Subramanian",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,,53e9b4d9b7602d9703ff948d,Spreadsheets in RDBMS for OLAP.,"Andrew Witkowski, Srikanth Bellamkonda, Tolga Bozkaya, Gregory Dorman, Nathan Folkert, Abhinav Gupta, Lei Sheng, Sankar Subramanian",SIGMOD Conference,2003,,0.6666666666666666,53908d6520f70186a0dd19f953e9b4d9b7602d9703ff948dSpreadsheets in RDBMS for OLAPSpreadsheets in RDBMS for OLAP.
53908d6520f70186a0dd1a17,Formal semantics and analysis of object queries,G. M. Bierman,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,,53e9a3e7b7602d9702cff813,Formal semantics and analysis of object queries.,Gavin M. Bierman,SIGMOD Conference,2003,,0.75,53908d6520f70186a0dd1a1753e9a3e7b7602d9702cff813Formal semantics and analysis of object queriesFormal semantics and analysis of object queries.
53908d6520f70186a0dd1a0e,Efficient similarity search and classification via rank aggregation,"Ronald Fagin, Ravi Kumar, D. Sivakumar",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,,53e99e61b7602d97027253da,Efficient similarity search and classification via rank aggregation.,"Ronald Fagin, Ravi Kumar, D. Sivakumar",SIGMOD Conference,2003,,0.7777777777777778,53908d6520f70186a0dd1a0e53e99e61b7602d97027253daEfficient similarity search and classification via rank aggregationEfficient similarity search and classification via rank aggregation.
53908d6520f70186a0dd1a21,Dynamic XML documents with distribution and replication,"Serge Abiteboul, Angela Bonifati, Grégory Cobéna, Ioana Manolescu, Tova Milo",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,,53e9b8ccb7602d97044aba70,Dynamic XML documents with distribution and replication.,"Serge Abiteboul, Angela Bonifati, Gregory Cobena, Ioana Manolescu, Tova Milo",SIGMOD Conference,2003,,0.75,53908d6520f70186a0dd1a2153e9b8ccb7602d97044aba70Dynamic XML documents with distribution and replicationDynamic XML documents with distribution and replication.
5390958920f70186a0deec74,Learning about data integration challenges from day one,Alon Y. Halevy,ACM SIGMOD Record,2003,,53e9b78ab7602d97043303cf,Learning about data integration challenges from day one.,Alon Y. Halevy,SIGMOD Record,2003,,0.7777777777777778,5390958920f70186a0deec7453e9b78ab7602d97043303cfLearning about data integration challenges from day oneLearning about data integration challenges from day one.
5390958920f70186a0deec72,Analysis of SIGMOD's co-authorship graph,"Mario A. Nascimento, Jörg Sander, Jeffrey Pound",ACM SIGMOD Record,2003,,53e9afdab7602d9703a2b275,Analysis of SIGMOD's co-authorship graph.,"Mario A. Nascimento, Jörg Sander, Jeffrey Pound",SIGMOD Record,2003,,0.6666666666666666,5390958920f70186a0deec7253e9afdab7602d9703a2b275Analysis of SIGMOD's co-authorship graphAnalysis of SIGMOD's co-authorship graph.
5390958920f70186a0deec77,Peer-to-peer research at Stanford,"Mayank Bawa, Brian F. Cooper, Arturo Crespo, Neil Daswani, Prasanna Ganesan, Hector Garcia-Molina, Sepandar Kamvar, Sergio Marti, Mario Schlosser, Qi Sun, Patrick Vinograd, Beverly Yang",ACM SIGMOD Record,2003,,53e99d28b7602d97025dabf7,Peer-to-peer research at Stanford.,"Mayank Bawa, Brian F. Cooper, Arturo Crespo, Neil Daswani, Prasanna Ganesan, Hector Garcia-Molina, Sepandar D. Kamvar, Sergio Marti, Mario T. Schlosser, Qi Sun, Patrick Vinograd, Beverly Yang",SIGMOD Record,2003,,0.6,5390958920f70186a0deec7753e99d28b7602d97025dabf7Peer-to-peer research at StanfordPeer-to-peer research at Stanford.
5390958920f70186a0deec81,Standards for databases on the grid,"Susan Malaika, Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,2003,,53e9b79fb7602d9704348bdc,Standards for databases on the grid.,"Susan Malaika, Andrew Eisenberg, Jim Melton",SIGMOD Record,2003,,0.7142857142857143,5390958920f70186a0deec8153e9b79fb7602d9704348bdcStandards for databases on the gridStandards for databases on the grid.
5390958920f70186a0deec7a,Design issues and challenges for RDF- and schema-based peer-to-peer systems,"Wolfgang Nejdl, Wolf Siberski, Michael Sintek",ACM SIGMOD Record,2003,,53e9b152b7602d9703bd5308,Design issues and challenges for RDF- and schema-based peer-to-peer systems.,"Wolfgang Nejdl, Wolf Siberski, Michael Sintek",SIGMOD Record,2003,,0.8,5390958920f70186a0deec7a53e9b152b7602d9703bd5308Design issues and challenges for RDF- and schema-based peer-to-peer systemsDesign issues and challenges for RDF- and schema-based peer-to-peer systems.
5390958920f70186a0deec7e,In-context peer-to-peer information filtering on the Web,Aris M. Ouksel,ACM SIGMOD Record,2003,,53e9b0fbb7602d9703b753f1,In-context peer-to-peer information filtering on the Web.,Aris M. Ouksel,SIGMOD Record,2003,,0.75,5390958920f70186a0deec7e53e9b0fbb7602d9703b753f1In-context peer-to-peer information filtering on the WebIn-context peer-to-peer information filtering on the Web.
5390958920f70186a0deec7c,The hyperion project: from data integration to data coordination,"Marcelo Arenas, Vasiliki Kantere, Anastasios Kementsietsidis, Iluju Kiringa, Renée J. Miller, John Mylopoulos",ACM SIGMOD Record,2003,,53e9a48eb7602d9702daf1eb,The hyperion project: from data integration to data coordination.,"Marcelo Arenas, Vasiliki Kantere, Anastasios Kementsietsidis, Iluju Kiringa, Renée J. Miller, John Mylopoulos",SIGMOD Record,2003,,0.7777777777777778,5390958920f70186a0deec7c53e9a48eb7602d9702daf1ebThe hyperion project: from data integration to data coordinationThe hyperion project: from data integration to data coordination.
5390958920f70186a0deec79,Toward network data independence,Joseph M. Hellerstein,ACM SIGMOD Record,2003,,53e99aecb7602d9702373ecd,Toward network data independence.,Joseph M. Hellerstein,SIGMOD Record,2003,,0.6,5390958920f70186a0deec7953e99aecb7602d9702373ecdToward network data independenceToward network data independence.
5390958920f70186a0deec78,P-Grid: a self-organizing structured P2P system,"Karl Aberer, Philippe Cudré-Mauroux, Anwitaman Datta, Zoran Despotovic, Manfred Hauswirth, Magdalena Punceva, Roman Schmidt",ACM SIGMOD Record,2003,,53e9a839b7602d97031824c6,P-Grid: a self-organizing structured P2P system.,"Karl Aberer, Philippe Cudré-Mauroux, Anwitaman Datta, Zoran Despotovic, Manfred Hauswirth, Magdalena Punceva, Roman Schmidt",SIGMOD Record,2003,,0.7142857142857143,5390958920f70186a0deec7853e9a839b7602d97031824c6P-Grid: a self-organizing structured P2P systemP-Grid: a self-organizing structured P2P system.
5390958920f70186a0deec7b,The Piazza peer data management project,"Igor Tatarinov, Zachary Ives, Jayant Madhavan, Alon Halevy, Dan Suciu, Nilesh Dalvi, Xin (Luna) Dong, Yana Kadiyska, Gerome Miklau, Peter Mork",ACM SIGMOD Record,2003,,53e9a2ceb7602d9702bd676a,The Piazza peer data management project.,"Igor Tatarinov, Zachary G. Ives, Jayant Madhavan, Alon Y. Halevy, Dan Suciu, Nilesh N. Dalvi, Xin Dong 0001, Yana Kadiyska, Gerome Miklau, Peter Mork",SIGMOD Record,2003,,0.7142857142857143,5390958920f70186a0deec7b53e9a2ceb7602d9702bd676aThe Piazza peer data management projectThe Piazza peer data management project.
5390958920f70186a0deec7f,Selective information dissemination in P2P networks: problems and solutions,"Manolis Koubarakis, Christos Tryfonopoulos, Stratos Idreos, Yannis Drougas",ACM SIGMOD Record,2003,,53e9a4a3b7602d9702dc281a,Selective information dissemination in P2P networks: problems and solutions.,"Manolis Koubarakis, Christos Tryfonopoulos, Stratos Idreos, Yannis Drougas",SIGMOD Record,2003,,0.8,5390958920f70186a0deec7f53e9a4a3b7602d9702dc281aSelective information dissemination in P2P networks: problems and solutionsSelective information dissemination in P2P networks: problems and solutions.
5390958920f70186a0deec7d,Relational data sharing in peer-based data management systems,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",ACM SIGMOD Record,2003,,53e9aee4b7602d9703911678,Relational data sharing in peer-based data management systems.,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",SIGMOD Record,2003,,0.75,5390958920f70186a0deec7d53e9aee4b7602d9703911678Relational data sharing in peer-based data management systemsRelational data sharing in peer-based data management systems.
5390958920f70186a0deec80,DBGlobe: a service-oriented P2P system for global computing,"Evaggelia Pitoura, Serge Abiteboul, Dieter Pfoser, George Samaras, Michalis Vazirgiannis",ACM SIGMOD Record,2003,,53e9b79fb7602d970434728a,DBGlobe: a service-oriented P2P system for global computing.,"Evaggelia Pitoura, Serge Abiteboul, Dieter Pfoser, George Samaras, Michalis Vazirgiannis",SIGMOD Record,2003,,0.7777777777777778,5390958920f70186a0deec8053e9b79fb7602d970434728aDBGlobe: a service-oriented P2P system for global computingDBGlobe: a service-oriented P2P system for global computing.
5390958920f70186a0deec82,"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.",Alexander A. Anisimov,ACM SIGMOD Record,2003,,53e99d6bb7602d97026235a8,"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.",Alexander A. Anisimov,SIGMOD Record,2003,,1.0,"5390958920f70186a0deec8253e99d6bb7602d97026235a8Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002."
5390958920f70186a0deec75,Exposing undergraduate students to database system internals,"Anastassia Ailamaki, Joseph M. Hellerstein",ACM SIGMOD Record,2003,,53e9b1c2b7602d9703c5029f,Exposing undergraduate students to database system internals.,"Anastassia Ailamaki, Joseph M. Hellerstein",SIGMOD Record,2003,,0.75,5390958920f70186a0deec7553e9b1c2b7602d9703c5029fExposing undergraduate students to database system internalsExposing undergraduate students to database system internals.
